snapshot,question_id,answer,gt,correct
407,622,E,B,False
407,2935,B,A,False
407,3977,D,C,False
408,2917,C,B,False
410,597,E,E,True
410,2532,A,D,False
411,400,E,C,False
411,2702,E,A,False
411,3000,E,C,False
411,3704,A,B,False
412,176,E,A,False
412,2647,E,E,True
412,3818,D,D,True
413,1880,E,E,True
413,2281,C,D,False
414,1034,E,B,False
414,1207,D,C,False
414,3849,E,E,True
414,3850,E,D,False
415,1683,A,B,False
415,2785,A,D,False
415,2905,B,D,False
415,3078,D,E,False
415,3995,E,A,False
416,3985,E,D,False
417,1853,D,B,False
417,3566,C,B,False
417,3922,C,A,False
418,2548,E,E,True
419,4000,B,D,False
421,2649,A,E,False
422,1965,A,A,True
422,3570,B,C,False
422,3758,E,B,False
423,3708,A,E,False
424,2267,E,E,True
425,1916,C,C,True
426,2397,E,D,False
426,3554,B,E,False
427,3807,C,C,True
428,2856,D,A,False
430,3756,A,D,False
431,1357,D,C,False
431,2278,E,A,False
431,2321,B,D,False
431,3893,C,E,False
432,1970,D,D,True
432,3046,D,C,False
432,3576,E,E,True
433,1470,C,A,False
433,2907,E,D,False
434,3347,A,D,False
434,4265,A,A,True
434,4303,B,B,True
436,637,E,E,True
436,2025,E,B,False
436,2161,A,D,False
437,11,A,E,False
437,687,D,E,False
437,4086,A,A,True
437,4360,B,B,True
438,153,E,D,False
438,2371,A,E,False
438,2642,D,E,False
438,2812,A,B,False
438,2913,E,B,False
438,3843,E,B,False
438,4137,A,A,True
438,4200,E,A,False
439,3287,B,D,False
439,4033,E,B,False
440,950,B,A,False
440,3238,A,C,False
441,3901,E,E,True
442,2193,A,A,True
442,2253,A,C,False
442,2931,A,B,False
443,868,E,E,True
443,1113,E,B,False
443,2615,C,C,True
444,2201,E,A,False
445,2508,C,A,False
445,3248,B,C,False
446,539,C,E,False
446,3192,E,B,False
447,3538,E,B,False
449,3034,A,A,True
449,3524,A,A,True
450,2928,D,A,False
450,3222,A,B,False
450,3373,C,E,False
450,4402,D,B,False
451,3549,A,A,True
451,3888,E,A,False
452,614,B,D,False
452,1921,E,C,False
452,3874,B,C,False
452,4400,C,C,True
453,4562,A,A,True
454,3016,C,C,True
454,4568,A,B,False
455,3199,B,B,True
455,3216,A,D,False
456,3149,E,D,False
456,3550,E,B,False
456,3631,C,E,False
458,1717,D,B,False
459,2980,E,C,False
459,4643,D,D,True
460,1111,C,C,True
460,1288,E,E,True
460,4458,E,A,False
460,4532,E,E,True
461,4446,E,D,False
462,1117,A,A,True
462,2988,C,A,False
462,4076,E,E,True
463,3959,A,D,False
463,4183,C,B,False
464,1769,D,C,False
464,4481,A,E,False
464,4550,A,B,False
465,3191,C,B,False
465,3510,A,D,False
465,3693,B,B,True
466,704,E,C,False
466,3217,A,A,True
467,4665,E,E,True
468,4164,B,B,True
468,4673,E,A,False
470,723,B,C,False
470,951,E,B,False
470,1831,B,E,False
470,3583,E,E,True
471,3089,A,A,True
471,4105,E,D,False
471,4438,A,A,True
472,101,A,D,False
472,192,A,E,False
472,1883,A,A,True
472,3134,B,D,False
472,4018,A,D,False
472,4073,C,A,False
472,4174,E,C,False
473,2801,A,A,True
473,4508,A,E,False
473,4524,E,C,False
474,2277,A,B,False
474,2352,D,A,False
474,3551,B,E,False
474,4386,C,C,True
474,4485,E,E,True
475,2068,E,B,False
475,3525,E,B,False
475,4142,B,C,False
475,4520,E,E,True
475,4722,D,D,True
476,2624,A,D,False
476,4153,D,E,False
476,4654,B,A,False
477,76,E,E,True
477,2613,B,D,False
477,3771,C,C,True
477,4119,E,C,False
477,4131,E,E,True
478,3996,D,E,False
478,4207,A,A,True
478,4682,B,C,False
479,3114,D,A,False
479,3673,A,C,False
479,4373,A,A,True
479,4769,B,B,True
480,4272,E,E,True
481,2531,D,D,True
481,3701,A,A,True
482,3607,B,A,False
482,4431,B,B,True
482,4587,E,D,False
484,4718,C,C,True
484,4838,E,E,True
485,2650,E,D,False
485,4237,B,B,True
485,4510,B,A,False
485,4668,A,B,False
486,2286,E,D,False
486,3280,E,D,False
486,3831,D,E,False
486,4899,D,A,False
487,4391,B,B,True
487,4768,E,E,True
488,793,E,B,False
488,3556,A,B,False
488,4277,A,A,True
488,4385,A,B,False
488,4410,A,B,False
488,4580,E,C,False
488,4721,A,D,False
488,4892,D,D,True
489,319,C,B,False
489,993,E,E,True
489,3413,E,E,True
489,4570,C,B,False
490,3997,E,C,False
490,4792,A,E,False
490,4871,C,C,True
491,220,E,E,True
491,370,A,A,True
491,2901,E,D,False
491,4814,B,A,False
492,4190,A,B,False
492,4846,E,E,True
492,4902,D,A,False
493,4670,C,C,True
493,4709,A,C,False
493,4728,A,D,False
493,4796,E,B,False
494,2429,A,A,True
494,2971,E,E,True
495,681,E,D,False
495,4054,E,A,False
495,4903,E,E,True
496,4074,E,E,True
496,4991,C,C,True
497,1650,E,E,True
497,4004,A,C,False
497,4754,D,B,False
497,4856,E,A,False
497,4966,D,D,True
497,4967,B,B,True
497,4988,C,C,True
498,649,A,E,False
498,3100,A,B,False
498,3643,D,D,True
498,4350,E,D,False
498,4628,B,A,False
498,4829,A,C,False
498,4859,E,A,False
499,1491,A,A,True
499,2412,B,E,False
499,3713,D,A,False
499,4414,C,C,True
499,4922,B,B,True
499,4995,B,B,True
499,4997,D,D,True
499,5007,B,B,True
500,3225,E,E,True
500,4477,C,C,True
500,4657,B,A,False
500,4900,A,E,False
500,4923,E,E,True
500,5009,C,C,True
500,5025,B,B,True
