snapshot,question_id,answer,gt,correct
346,2219,D,B,False
346,3146,C,C,True
347,3425,A,D,False
348,899,A,C,False
349,3261,A,B,False
351,14,C,B,False
351,2231,A,B,False
352,2001,E,E,True
353,1349,E,E,True
353,2283,E,E,True
355,1375,E,C,False
355,3513,C,C,True
356,3223,B,E,False
356,3322,B,B,True
358,1238,C,B,False
358,1480,B,A,False
358,1656,A,B,False
358,2588,A,C,False
358,2741,D,A,False
359,487,E,E,True
359,974,B,C,False
360,3306,E,B,False
361,858,E,C,False
361,1961,B,B,True
361,2009,B,A,False
361,3082,B,D,False
361,3315,E,C,False
362,2396,E,E,True
363,3478,E,B,False
364,2661,B,A,False
364,3180,B,B,True
365,891,B,B,True
366,1410,E,E,True
366,3342,D,D,True
366,3362,E,C,False
367,150,E,E,True
367,2938,C,E,False
367,3283,E,A,False
370,443,A,B,False
370,1391,B,B,True
371,1998,D,B,False
376,576,A,E,False
376,3676,A,A,True
377,121,D,D,True
377,1873,C,A,False
377,3533,E,D,False
379,2357,A,E,False
379,2556,D,B,False
379,2843,B,B,True
379,3431,E,D,False
379,3557,C,E,False
380,3137,D,B,False
381,252,E,A,False
381,2742,D,C,False
382,2995,D,A,False
382,3293,E,A,False
383,1566,D,B,False
384,518,D,E,False
384,2050,E,B,False
384,2601,D,D,True
384,2778,E,E,True
385,960,E,C,False
385,2259,E,B,False
387,1225,E,D,False
387,3565,E,E,True
388,110,E,D,False
388,1523,D,A,False
388,3079,E,B,False
388,3706,E,B,False
389,2414,E,C,False
389,3399,A,C,False
389,3532,D,E,False
390,2430,A,C,False
391,3593,C,B,False
392,1930,A,A,True
392,2450,A,B,False
393,1575,B,A,False
393,3488,B,A,False
393,3694,A,B,False
394,770,A,E,False
394,909,A,C,False
394,3463,B,B,True
395,2245,D,A,False
395,3031,B,C,False
397,880,E,E,True
399,1527,E,D,False
399,2128,B,C,False
399,3005,C,E,False
399,3653,C,A,False
400,1584,D,E,False
400,3882,E,B,False
401,1294,D,D,True
401,2992,A,E,False
401,3374,A,D,False
401,3539,E,D,False
401,3621,E,A,False
402,2781,A,C,False
403,1399,E,C,False
404,1464,E,E,True
404,3866,B,E,False
406,2949,E,B,False
407,622,E,B,False
407,2935,B,A,False
407,3977,A,C,False
408,2917,D,B,False
410,597,E,E,True
410,2532,D,D,True
411,400,D,C,False
411,2702,E,A,False
411,3000,A,C,False
411,3704,D,B,False
412,176,E,A,False
412,2647,E,E,True
412,3818,D,D,True
413,1880,E,E,True
413,2281,E,D,False
414,1034,E,B,False
414,1207,D,C,False
414,3849,E,E,True
414,3850,E,D,False
415,1683,D,B,False
415,2785,A,D,False
415,2905,D,D,True
415,3078,D,E,False
415,3995,B,A,False
416,3985,E,D,False
417,1853,E,B,False
417,3566,A,B,False
417,3922,C,A,False
418,2548,A,E,False
419,4000,B,D,False
421,2649,B,E,False
422,1965,C,A,False
422,3570,D,C,False
422,3758,E,B,False
423,3708,D,E,False
424,2267,A,E,False
425,1916,C,C,True
426,2397,E,D,False
426,3554,C,E,False
427,3807,C,C,True
428,2856,C,A,False
430,3756,C,D,False
431,1357,D,C,False
431,2278,E,A,False
431,2321,B,D,False
431,3893,A,E,False
432,1970,D,D,True
432,3046,B,C,False
432,3576,E,E,True
433,1470,E,A,False
433,2907,D,D,True
434,3347,D,D,True
434,4265,A,A,True
434,4303,C,B,False
436,637,E,E,True
436,2025,E,B,False
436,2161,A,D,False
437,11,E,E,True
437,687,D,E,False
437,4086,A,A,True
437,4360,B,B,True
438,153,E,D,False
438,2371,A,E,False
438,2642,D,E,False
438,2812,C,B,False
438,2913,B,B,True
438,3843,D,B,False
438,4137,E,A,False
438,4200,E,A,False
439,3287,D,D,True
439,4033,B,B,True
440,950,C,A,False
440,3238,D,C,False
441,3901,E,E,True
442,2193,A,A,True
442,2253,E,C,False
442,2931,A,B,False
443,868,E,E,True
443,1113,B,B,True
443,2615,A,C,False
444,2201,E,A,False
445,2508,B,A,False
445,3248,B,C,False
446,539,C,E,False
446,3192,D,B,False
447,3538,B,B,True
449,3034,B,A,False
449,3524,A,A,True
450,2928,C,A,False
450,3222,C,B,False
450,3373,C,E,False
450,4402,E,B,False
451,3549,A,A,True
451,3888,E,A,False
452,614,D,D,True
452,1921,A,C,False
452,3874,A,C,False
452,4400,D,C,False
453,4562,A,A,True
454,3016,E,C,False
454,4568,A,B,False
455,3199,D,B,False
455,3216,E,D,False
456,3149,E,D,False
456,3550,D,B,False
456,3631,C,E,False
458,1717,C,B,False
459,2980,E,C,False
459,4643,D,D,True
460,1111,D,C,False
460,1288,E,E,True
460,4458,A,A,True
460,4532,B,E,False
461,4446,E,D,False
462,1117,A,A,True
462,2988,A,A,True
462,4076,E,E,True
463,3959,E,D,False
463,4183,E,B,False
464,1769,E,C,False
464,4481,A,E,False
464,4550,D,B,False
465,3191,D,B,False
465,3510,E,D,False
465,3693,B,B,True
466,704,E,C,False
466,3217,A,A,True
467,4665,E,E,True
468,4164,D,B,False
468,4673,E,A,False
470,723,B,C,False
470,951,E,B,False
470,1831,E,E,True
470,3583,E,E,True
471,3089,A,A,True
471,4105,D,D,True
471,4438,A,A,True
472,101,A,D,False
472,192,E,E,True
472,1883,E,A,False
472,3134,D,D,True
472,4018,C,D,False
472,4073,E,A,False
472,4174,E,C,False
473,2801,A,A,True
473,4508,E,E,True
473,4524,E,C,False
474,2277,A,B,False
474,2352,C,A,False
474,3551,E,E,True
474,4386,C,C,True
474,4485,B,E,False
475,2068,E,B,False
475,3525,E,B,False
475,4142,B,C,False
475,4520,C,E,False
475,4722,D,D,True
476,2624,A,D,False
476,4153,E,E,True
476,4654,A,A,True
477,76,E,E,True
477,2613,E,D,False
477,3771,C,C,True
477,4119,E,C,False
477,4131,A,E,False
478,3996,A,E,False
478,4207,A,A,True
478,4682,C,C,True
479,3114,D,A,False
479,3673,B,C,False
479,4373,A,A,True
479,4769,B,B,True
480,4272,E,E,True
481,2531,D,D,True
481,3701,E,A,False
482,3607,B,A,False
482,4431,B,B,True
482,4587,C,D,False
484,4718,C,C,True
484,4838,E,E,True
485,2650,E,D,False
485,4237,E,B,False
485,4510,E,A,False
485,4668,A,B,False
486,2286,A,D,False
486,3280,D,D,True
486,3831,B,E,False
486,4899,D,A,False
487,4391,C,B,False
487,4768,B,E,False
488,793,B,B,True
488,3556,D,B,False
488,4277,E,A,False
488,4385,A,B,False
488,4410,D,B,False
488,4580,E,C,False
488,4721,B,D,False
488,4892,D,D,True
489,319,C,B,False
489,993,E,E,True
489,3413,D,E,False
489,4570,E,B,False
490,3997,C,C,True
490,4792,E,E,True
490,4871,C,C,True
491,220,E,E,True
491,370,B,A,False
491,2901,A,D,False
491,4814,C,A,False
492,4190,E,B,False
492,4846,C,E,False
492,4902,D,A,False
493,4670,A,C,False
493,4709,A,C,False
493,4728,A,D,False
493,4796,E,B,False
494,2429,E,A,False
494,2971,A,E,False
495,681,D,D,True
495,4054,E,A,False
495,4903,E,E,True
496,4074,A,E,False
496,4991,C,C,True
497,1650,E,E,True
497,4004,A,C,False
497,4754,E,B,False
497,4856,E,A,False
497,4966,D,D,True
497,4967,B,B,True
497,4988,C,C,True
498,649,A,E,False
498,3100,B,B,True
498,3643,D,D,True
498,4350,E,D,False
498,4628,D,A,False
498,4829,A,C,False
498,4859,E,A,False
499,1491,A,A,True
499,2412,B,E,False
499,3713,A,A,True
499,4414,E,C,False
499,4922,B,B,True
499,4995,B,B,True
499,4997,D,D,True
499,5007,B,B,True
500,3225,E,E,True
500,4477,E,C,False
500,4657,E,A,False
500,4900,D,E,False
500,4923,E,E,True
500,5009,C,C,True
500,5025,B,B,True
